,text,votes
11702,j'adore tes abis 😀,1
11703,"+SQUEEZIE Tu sais qu'y a mm un squetche sur le sujet ? du genre : ""tu préfère des bras de neuf mètre de long où trente canard qui te suivent partout ?""
super vidéo com d'hab ^^ pouce vert ! (ou bleu, je sais jamais)",0
11704,+Black Burn j'avoue il est trop bo,0
11705,+lolita LOL ta crue au il allait dedi juste pour toi xD,0
11706,j'ai eu beaucoup de rire et de fous rire,1
11707,le jeu existe en français????????????,0
11708,tjrs aussi génial et drôle 😂👍,0
11709,Trop beau ton pull ! 😘♥,4
11710,+Andrea Garcia  a sa nos c'est moi le plus grand fane je RIZgole a toute ses vidéo alors BOOM,0
11711,no preums,0
11712,mais avec le chache yeux de pirate t pas obliger de d'avoir un oeil bléssé ^^,0
11713,tu parles en dormant en cours?,0
11714,squeezie sa me fait plaisir de te voir mieux que ta précédente vidéo,1
11715,j'adore,0
11716,j'adore ton pull,0
11717,@Love Squeezie pareil lol,0
11718,"+SQUEEZIE mais c&#39;est pas logique un nain de 10 m&#232;tres c&#39;est comme si je disais un g&#233;ant de 1cm




t&#39;as pris nain de 10 m&#232;tres pour ... ATTACK ON TITAN PALAPAPAPAPAPPALALALA PALAPAPAPAPAPAPAPA(sur le thème de la première de l'attaque des titans)",0
11719,+Miss Léanette XD,0
11720,"Tu pourras refaire cette vidéo?????




siouplait...
😇",0
11721,+SQUEEZIE prefere tu mourrir ou t'abonne a squeezie,0
11722,+SQUEEZIE un cache oeil pour plus de style,0
11723,trop bien ta video,0
11724,J'aurais espéré que tu dise la Chine mais t'a pas répondu :(,0
11725,trop bien ta video,0
11726,+SQUEEZIE J'adore te voir sourir :') parc'que moi aussi sa me fait sourir :D,1
11727,+Hélène Ndoumbe Ndongo trop bien ta video,0
11728,+Florent Elodie M'abonné a squeezie,0
11729,squezzie,0
11730,squeezie est ce que tu préfère chanter 24h sur 24h et 7j sur 7j ou abandonné les vidéos,0
11731,Les questions times...C'est fini?,0
11732,+LaPatate Rayman rien compris,0
11733,"oui un jeu en anglais et les jeunes n'y jou pas aller Ps j'aime beaucoup t'ai vidéo 
PS si tu connais amixem vive la baguette baguette baguette bisous",0
11734,au pire tu dis Rayman ... C'EST QUOI CE ZOUF ?,0
11735,super video continue,0
11736,Oki,0
11737,Rkecanejecrkzjzhevjr bonjour,0
11738,Lol,0
11739,+Squeezie ta raison,0
11740,Joue à blade and soul je te recommande fortement !!!!!!!!!!?,0
11741,@tristan Sprenger ???? Tes fou dans la tête toi,0
11742,Lololololololololololol,0
11743,Le pull est acheté ou ?! Svp :),0
11744,"super vidéo comme dab !!! ♥
il est fou ton tee shirt lulu !!!",1
11745,J adore ton swit,0
11746,+SQUEEZIE Tu es toujours aussi génial et drôle :) Continu tes vidéos sont au top :),0
11747,je t'aime skeezi,0
11748,je t'adore squeezie t'est mon youtubeur préférer,0
11749,+squeezie joue a will you press the button,1
11750,on dirais un pijama ton pull 😂,0
11751,et sinon c'est quand ta prochaine vidéo de jeu d'horreur (c'est mes préférer),0
11752,Très bonne vidéo continue mais jais une question esque tu pourra dire un petite hommage pour les gens mort le vendredi 13 s'il te plaît sa sera coole,0
11753,"@Wenceslas Bachelart La vidéo COURAGE en parle, ducon",0
11754,+Wenceslas Bachelart il a déjà fait une vidéo sur cette tragédie,0
11755,je kiffe,0
11756,+SQUEEZIE chui d'accord mais on peux voir qu'il y as des gros égoïste de merde!,0
11757,"+Red Water Il doit être heureux du ""ducon"" mec t'es vulgaire on sait même pas pourquoi",0
11758,+Gème lé chamalows lol,0
11759,+Gème lé chamalows grave sa se fait pas oui je ne sais pas écrire,0
11760,t'es partir chez le coiffeur ou quoi?,1
11761,squeezie tu préfère rendre l'argent aux abonnés ou arrêter les vidéos? :p,1
11762,"Continue comme ça, j'adore tes vidéos , je t'aime trop... et tes vidéos aussi!!:-) :-) :-! :-! :-!",0
11763,A oui oups j'avais pas vue que ta fais une vidéo la dessu,0
11764,+Ludovic Latour redonner coi vue que on n'a rien donner lol,0
11765,+Wenceslas Bachelart mais il vient de faire toute un vidéo la dessus 😂,0
11766,Je suis d'accorb :) ;),0
11767,+Wenceslas Bachelar,0
11768,+Jeff Soret Pour toi pas pour lui,0
11769,super vidéo et super pull j'adore tes vêtements,0
11770,+SQUEEZIE bientot les 5 million gg,1
11771,j adore ton pull 😊,2
11772,squeezie question simple  tu préférait que cyprien gaming soit renommée squeezie gaming mais que tu sois tout seul ou que ça reste comme ça?  répond vite,1
11773,je kiff ils sont parler dhunger games alors que je suis dans la salle pour voir le film XD,0
11774,"+SQUEEZIE  repond a ma question stp je voudrai savoir si tu allai montrai ta famille un jour et si tu avait des frere ou soeur meme si je sais que tu va jamais me repondre 
PS: Tes juste parfait continu comme sa peasssssssss",0
11775,+MIN3CAFT FR pk il montrerai sa famille ? --',0
11776,+SQUEEZIE il est super beau ton sweat!!!!♥,0
11777,super video XD,0
11778,+lolilo lolo j'aprouv,0
11779,+Adamo 74 oui ta reson sa serait bien,0
11780,ok tu change de coupe a 3min38,0
11781,Tu c'est que moi aussi je ne grossie pas,0
11782,+SQUEEZIE à quand le prochain question Time ? 😄😉😝😊😀😃⁉❓❔,2
11783,"j'adore tes vidéo
💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜",0
11784,quelque choi loufoques mais c ca qu on adore aller bonne continuation poto,0
11785,+Goulven Coiffier Comme moi j'adore t'es vidéos 💝💝❤❤❤❤❤💝❤❤❤❤❤💝💝💝💝💝❤❤❤❤💝💝💝💝❤❤❤❤💝💝💝❤❤❤💝💝💝❤❤❤❤💝💝💝❤❤❤❤,0
11786,cc jte kiffe trop,1
11787,Un gameplay de life is strange ? ? ?  j'adore tes vidéos aussi non 😘 😘,0
11788,+SQUEEZIE pareil pour le corp de lache qui prend pas de poid xD !,0
11789,trop beau ton pul,1
11790,+titou Starbucks ouais c vrai,0
11791,"+SQUEEZIE tu préfère avoir des millions de vue mais aucun abonné, ou des millions d'abonné mais aucun vue???!!! hahaa",2
11792,lol ta raison en plus apres des années de recher on a enfin trouver LE quiz qui en valait le coup lol,0
11793,ses quoi ton pull pls :3 ??,0
11794,je t'aime beaucoup mon suiqzizi lol,0
11795,+emile hurlus tout a fait dacoord avec toi...,0
11796,+Michele Martin genre c toi qui l'a créer ...,0
11797,Je t'aime squeezie  et c quand que tu vas faire une faq,0
11798,Comment j'aime trop ton pull j'veux le meme,1
11799,"C un BB-8 télécommander du nouveau star wars derrière à côté du cube ?
Si oui tu l'as eu où stp merci!",0
11800,+Loris Espitalier  grave,0
11801,Merci d avoir jouer a mon jeu !!!!,0
11802,Je t'aime <3e,0
11803,"La vidéo COURAGE en parle, ducon",0
11804,squeezie tu préfère rendre l'argent aux abonnés ou arrêter les vidéos? :p!,0
11805,Pour toi pas pour lui,0
11806,"Tu veux manger mon gland ^^ 
bah quoi ?",0
11807,+Luwienrg si tu aime pas alors regarde pas et arrête de rager car il est plus cool que toi,0
11808,"J'adore ton pull 
:D",0
11809,+Luwienrg  tu sais que tu n'aurais même pas 1 centime car c'est environ 1€ toute les 1000vue,0
11810,+Loris Espitalier j'avoue y gere ton pull,0
11811,non c faux tu chante trop bien quand tu veux ♥♥♥,0
11812,stp dis moi ou est ce que tu as acheter ton t shirt PS:il est magnifique,2
11813,+Helene Galopint j'aller demader exacetement la meme chose 😂😂,0
11814,Lol,0
11815,lol,0
11816,j'adort ton pull 😂 aller tchao peace 💖 je t'adort,1
11817,+Luwienrg ip marche pas sur samsung galaxie s3,0
11818,Ce dileme de la main et du pied tu ma tué 😂😂,1
11819,Toi se serais plus d'être un meilleur dessinateur,0
11820,+SQUEEZIE Jveux avoir ton chandail o,0
11821,+SQUEEZIE Pourquoi faire ta vidéo en pyjama?,1
11822,+SQUEEZIE 10 foot = 10 pieds = 3m ;),1
11823,"SQUEEZIE FAIT UN TOMB RAIDER #9


VITE VITE VITE VITE",1
11824,#Pray4Paris,0
11825,Either ça ressemble à Hater.,1
11826,😀 trop bien,0
11827,yo squeezie chiche de rejoué sur dofus ( par rapport à la vidéo de t'on interview ),0
11828,+SQUEEZIE Toi et Cyprien vous avez deja coucher ensemble ? ^^,1
11829,SQUEEZIE REGARDE L'ÉCRAN BLEU ET REGARDE CE QUI EST ÉCRIT :O!!!!!,4
11830,OMG xD,0
11831,j'en aurrais jamais marre de toi Lucas !♥ tu ma donner de la !!! joie :O :) !!!! mrc !!!,0
11832,tu peux me donner le nom de ton site de t-shirts  Stp j'aimerais  avoir un ou deux  pull,0
11833,"+SQUEEZIE Où as-tu acheter ton pull ? Il es trop stylé !


PS : T'es le meilleur j'te kiffe à mort =)",1
11834,arrêtez de penser que Lucas va vous donner le site il s'en fou et il a largement pas le temps de le dire au cas par cas...,0
11835,+SQUEEZIE L'ecran bleu c'est vraiment celui du site ? xD totalement epic le message d'erreur,0
11836,"+Pelagoss surtout que en plein milieu de l'écran y'a écrit : ""mother bedroom"", ça pur un peu le fake Squeezie... affaire à suivre ;)",0
11837,"+Pelagoss surtout que en plein milieu de l'écran y'a écrit : ""mother bedroom"", ça pur un peu le fake Squeezie... affaire à suivre ;)",0
11838,"Squeezie+ pour ta prochaine vidéo, pourrai tu faire une vidéo sur ARK survival sa fait longtemps et j'ai apprécier les 2 video sur le jeu",0
11839,+SQUEEZIE t'es le même youtubeur gaming 😍😍😍,0
11840,J'adore ton t-shirt^^,0
11841,+SQUEEZIE tes tu en pyjama cest vrai le rire cest la vie j arais repondu les meme reponse que toi et moi aussi je sui pas capable de grossir,0
11842,"+niko castonguay je crois qu'on appelle ça un "" hectomorphe """,0
11843,"+niko castonguay je crois qu'on appelle ça un "" hectomorphe """,0
11844,NE VA JAMAIS À PARIS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0
11845,NE VA JAMAIS À PARIS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0
11846,NE VA JAMAIS À PARIS!!!!!!!!!!!!!!,0
11847,Luca pourquoi t'es pops sur ton chandail on une bouchée tu avais gain ou quoi,0
11848,En vrai c'est est-ce que tu préfère ? C'est pas dis la vérité donc aucune logique à ce que tu prennes les gens pour des menteurs.... Je dis pas que c'est nul loin de là mais bon ...,0
11849,ces ta nouvelle coiffe,0
11850,ce n'est pas vraiment pour les enfants parce que à la fin de la vidéo sur l'écran bleu il est écris i like sex with your mom un truc dans le genre oui je sais je suis nul en anglais,1
11851,j'adore ton tisher squeezie tu viendras a la Réunion l'ile de la Reunion,0
11852,tu abite en paris parce que il faut pas y aller à paris,1
11853,l'écran bleu a la fin c'est a caus de ta blague de merde 😂😂😂😂😂😂,0
11854,"Il est dans qu elle magasins ton pull luceas:finalement,il est trop dard!!",0
11855,@Esteban Briswalter ta blaque aussi😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,2
11856,+Esteban Briswalter tu du matin comme moi,1
11857,"@goux pascal ses normal je suis dans la tablèt de man pére et jai lécole
",0
11858,+Esteban Briswalter Il a pas tenu le choque :-P,0
11859,😂😂,1
11860,@Esteban Briswalter 😂😂,0
11861,ah sqeezie deja 5 millions d'abboner je suis ému quand je te regarde je te suis depuis ta premiere video,2
11862,+Gofrey la croute il a pas 5 millions d abonnés,1
11863,+Maxime Lachaud oui mais sa ne va pas tardé,1
11864,+Gofrey la croute MEC il a  pas ancor les 5 milion,0
11865,+SQUEEZIE  si tu joisi de ètre seul sur la terre tu peus voler de l'argen des croisan et des ps5 avec gta6,0
11866,Super vidéo!!! C'était super drôle!Heuresement que tu es la dans des situations comme ça! 😁😜,0
11867,+Nolhan Touverey sa va pas tarder,0
11868,+Maewenn Vannier  trop réson sinon trop bonne vidéo mes  j'ai peure des terroriste même si je suis française,0
11869,XDDD,0
11870,"+SQUEEZIE t'a bientot 5 000 000 d'abonnés!!
Bravo!!
Je peux pas mieux te félicité donc merci beacoup!!",0
11871,Elle était trop bien comme d'habitude je t'adore j'adore tes vidéos tes trop trop trop coooool 😊,0
11872,LE POUSSE LA MANETTE NOOOOOOOOOOOOOOOOOON TU NE PEUX PLUS T'EN SERVIR !!!!! :'( X'D,1
11873,je regarde les vidéo de squeezie alor que j'ai une otite,0
11874,+SQUEEZIE pas vraimment je suis  un enfant et je ne parle pas anglais,0
11875,google traduction c'est a tout âge             (sauf 1-4ans),0
11876,refais une vidéo sur boibot😂😂,2
11877,+SQUEEZIE  T'es le meilleur youtubeur que je connaisse ! ^.^,3
11878,slt,0
11879,@Kikou Tara ! xD,0
11880,+Kikou Tara !  la meme,0
11881,squezie si ta mis la videos à 05h00 du matin et si ta mis le matin ses ton pijama,0
11882,Je peux dire quelque chose,0
11883,+theo “theo385629” decobecq ça sert à quoi les commentaires...,1
11884,J aime la vidéo ,0
11885,Venez vous abonné à mon instagramm :theodecobecqofficial,0
11886,+theo decobecq (“theo385629”) osef,0
11887,+SQUEEZIE  moi non plus je bouffe tout et n'importe quoi et je ne prend pas de pois:     a 14 ans je fais 39Kg pour 1M176 :),0
11888,tu sait je mange,0
11889,"ouais, trop avec ça ta fais rire tout le monde . ze maiz zun z aime",0
11890,🐕🐶🐩🐈🐱🐀🐁🐭🐹🐢🐇🐰🐓🐔🐣🐤🐥🐦🐏🐑🐐🐺🐃🐂🐄🐴🐮🐗🐖🐷🐽🐸🐍🐼🐧🐘🐨🐒🐵🐆🐯🐻🐫🐪🐊🐳🐋🐟🐠🐡🐙🐚🐬🐌🐛🐜🐝🐞🐲🐞🐉🐾🍸🍺🍻🍷🍹🍶☕🍵🍼🍴🍨,0
11891,j'avoue squeezie mais je n'arrive pas à lire l'anglais😓,0
11892,Moi aussi j'adore la pâtisserie qui s'appelle  un gland!!,0
11893,+SQUEEZIE j'ai le meme tee shirt mais multi color,1
11894,+SQUEEZIE  bon retablissement squeezieeee,0
11895,J'aimerais trop te voir en vrai t'es trop drôle,0
11896,squeezie (lucas) je t aime trooooooooooooooooooooooooooooooopp t trooooooooooooooooooooooooooooooopp le meilleur,0
11897,+Squeezie t'as copié mon smiley ^.^,0
11898,+Squeezie t'as copié mon smiley ^.^,0
11899,J'adore ton pull Squeezie ♥,1
11900,davy,0
11901,Elle était marrante ta vidéos 😂,0
11902,super vidéo,0
11903,+Raizer ouai !!!!:-D,0
11904,+Raizer ta trop raison,0
11905,trop bien !!,1
11906,merci de m'avoir remonter le moral merci beaucoup😘,2
11907,+SQUEEZIE lol,0
11908,+SQUEEZIE Hectomorphes EN FORCE !,0
11909,+SQUEEZIE Mais... Je veux ton pull... :'(,1
11910,fait un truc épicé avec ton chat s il te plaît e mes mon message sur ta vidéo mon copain ne me crois pas,0
11911,sa fais pareil je mange mais ne grossi pas j ai un corps de lache,1
11912,+SQUEEZIE #tuestropBGjetaime lol ton tishrt,0
11913,+Eric Mahin tu veut qui fasse mal à son chat t'es malade 😥,0
11914,+SQUEEZIE lol,0
11915,"appelle moi num 
07 83 64 25 14",0
11916,+SQUEEZIE tu fera une autre vidéo de yandere simulator ?,0
11917,toi aussi ta remarquer ? :o @Yaya Yaya,0
11918,Quoi appelle moi 07 83 64 25 14,0
11919,"Toi tifenn b
",0
11920,+SQUEEZIE C'est quoi la musique pour qu'on s'aime  ???,0
11921,Je t'aime Squeezie je t'adore Squeezie,1
11922,les mec vous êtes des pervers,0
11923,après  la pluie le beau temps je t'aime Lucas <3,0
11924,+SQUEEZIE j'adore ton tee-shirt :),1
11925,"+SQUEEZIE 
J'adore ton pullllllllllllll! :D
Où l'as-tu eu?^",0
11926,sa te dirais de répondre aux questions des internautes ? sinon continue tes vidéos c'est super,0
11927,+Skyman Gaming  moi ca me dire,0
11928,"c est moi ou tu as des glace a l eau de mer (
kingdom heart. ) sur ton tee  shirt",0
11929,enfin un épisode assez long,0
11930,+green star  graaaaaave,0
11931,"+SQUEEZIE 

J'avais le même pull en 2018 quand j'étais en Espagne ...",0
11932,po po pooooooooooo,0
11933,+MIN3CAFT FR  tg merci,0
11934,"Dans l'écran bug y ave marqué""Asextime""😨",0
11935,squeezie je t'adore vraiment tu es mon youtubeur préferé 💞 💖 💖 <3 je t'admire vraiment,0
11936,tu es *  mais je t'aime,0
11937,Alors t'as mis quoi ? Riche ou célèbre 😝,0
11938,en faite mon youtuber preferer c est toi je t aime trooooooooooooooooooooooooooooooop.    ( pas en amour sinon sa serai BEURK )  mais je t adore trooooooooooooooooooooooooooooooop. repond. stp,0
11939,",tu préfères avoir besoin d'un droit d'accès à YouTube ou payé 600 €?",0
11940,Si at choisi d'être un robot tu sera immortel 🤔,0
11941,+Ducki faim _',0
11942,+SQUEEZIE C'est vrai apres se qui c'est passer,0
11943,+SQUEEZIE Aile de poulet au piment oooooohh la vacheeee sa dois etre bon beatch,0
11944,+Miss léna swag je pense pas ^^ les questions sont basiques ^^,0
11945,+SQUEEZIE Jfai parti des 9 % sur la nourritur jbouffe autent que jveux jgrossi pas je grandi xD,2
11946,j'adore ton pull ♥ et aussi toi,0
11947,+Tonton Pyro Comme moi ^^,1
11948,+SQUEEZIE je déteste l'histoire...,1
11949,Je déteste les math... J'ai 5 /20 de moyenne en math 😐,0
11950,Dans mon cours je me serre d'histoire pour m'endormir,1
11951,+Fanny de msp mdr ouais l histoir c est pete sa mere la vie les math les calcul ses a chiers mdr m 😂😂😘😹,0
11952,+Lorie Jai 16 moi xD,0
11953,+Fanny de msp Normal c'est pour nous endormire comme le fesait no parent quand on etait ptit xD,0
11954,+ton ton pyro jte déteste 😭😭😭😱😡😡 lol,0
11955,Mdr,0
11956,+Lorie bosse les math c pas difficile g 17,0
11957,+Konrad Zittel oui mais en orthographe tu dois pas avoir beaucoup XD,0
11958,+SQUEEZIE  ou et luna,0
11959,+SQUEEZIE  xD,0
11960,refais une vidéo ou tu li les commentaires,0
11961,+Konrad Zittel T'as 3 en Français ???,0
11962,+Tatamie Man et toi t'a combien en ferme ta geul,2
11963,Répond à la dernière question !!!!,0
11964,"+SQUEEZIE Joli pull ! Et super vidéo, mais ça comme d'hab ;)",0
11965,"Porte la marque Street Swagg, sa serait bien sur toi tu verras :)",0
11966,+Hater haha va retourner faire des vidéo ou tu critique.,0
11967,qui,0
11968,+MIN3CAFT FR Hater qui a mis un commentaire plus haut,0
11969,+SQUEEZIE c'est trop vrai,1
11970,Ouais,1
11971,moi je prefere etre japonaismcar les manga et jeux video!!!!!,2
11972,Sa c'est claire,0
11973,+SQUEEZIE oui contenue comme ca kakashlu,0
11974,tres beau pyjama,1
11975,tu préféré natoo ou ciprien,0
11976,"moi je voudrai rester avec toi parceque je taime squeezie en ami meilleur youtuber




bon sava elle etai credible la",0
11977,+SQUEEZIE  mignon ton tiret,0
11978,"bientôt 5 000 000 d'abbo et le pire c'est que ta la meilleur communauté ,tu as intérêt a nous préparer quelque chose pour fêter sa :p vous penser pas ?",0
11979,Tu pouvais devenir Nick fury si tu aurais pris le cache oeil,0
11980,Lucas c'est quoi ton maillot avec des glaces?!!! WTF?? j'ai tjr su que tu était spécial mai quand même!!!,0
11981,je ta dore,0
11982,Super vidéo j'ai juste adorée 😊👌🏻pourrait tu faire une autre vidéo de se genre STP,0
11983,lol le jeu est trop bizarre,0
11984,avec quoi tu film l'ecran de ta tablette merci de me répondre ou de m'aider : ). ??,0
11985,+Ⓧ poke fnaf Ⓧ Il est pas blesser car il sort des vidéo...et c'est pas une guerre c'est un attentat!!,0
11986,"+SQUEEZIE Te couper le pouce!
je me cuis fais fouler le pouce, je te dis, les chose que je peut pue faire!!
pense pas juste au gaming, pense a se qui se passera dans le hors gaming!",0
11987,+SQUEEZIE Ton pul est trop cool,2
11988,squeezie tu est bientot a 5 000 000 d abo je te kiffe depuis sur longtemps maintenan continu comme ca et tu sera au top,0
11989,+Salsabil Marzouq ouais,0
11990,"sa pue
😈😈😈😠😠😠😬😬😬😬😱😱😱tu fais pitié😱😱😱😱😱😱😱😱😨😨😨😨😨mais je t'aime 😍😍😍😍😍😙😙😙😘😘😘😚😚😚😻😻😻💩💩💩💩💩💩💩💩💩💩💩",0
11991,le pousse pour la PS4,0
11992,"+SQUEEZIE 
t' est bbeettee!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",2
11993,tg,0
11994,grave mais il est cool,0
11995,+Michele Martin  mito c'est pas toi qui la créer en plus le jeu est en anglais !!!!,2
11996,"Trop cool ton pull, il me donne envie de manger des glaces",1
11997,bien vue ,0
11998,les math sa ser plus,0
11999,trop ton pule,0
12000,+SQUEEZIE peut tu me donner le lien du jeux,0
12001,"+SQUEEZIE  Teach veut dire Enseigner et pas apprendre , donc enseigner les maths ou enseigner l'histoire pas les apprendre",0
12002,+steve gonson Il a mis le lien dans la description ! ^^,0
12003,"Mais squeezie, tu es un enfant !",0
12004,je kiff l'histoire c'est trop trop trop trop trop trop trop bien,0
12005,"Hé, pour les ongles longs de 5 inches... Tu ne pourras pas être Wolverine car les ongles vont se PLIER ! Tu vas plutôt ressembler à une guirlande :)",0
12006,à quand le qtime 13 ?',0
12007,lllllllllllllloooooooooooooooooollllllllllll,0
12008,j'ai prix les maime chose,0
12009,caca toi,0
12010,+SQUEEZIE un cache œil évidemment!! Tokyo Ghoul!!,1
12011,+SQUEEZIE  j'ai 9 ans je ne comprent pas l'anglais,0
12012,Va sur google traduction ! :p,0
12013,omg le pull,1
12014,+clément Aline j'avoue,0
12015,Un peu enfantin quand meme,0
12016,PUTIN DONNE MOI TON SWEET !!!!! Il est trop beau,0
12017,J'avoue il est magnifique ! :),0
12018,bon week-end a tous,1
12019,bon week-end a tous,0
12020,+SQUEEZIE C'est vrai ^^',0
12021,j'aime troop ton pull 😄,0
12022,10 ans que tu m'as répondu ça ferait sans Montcuq,0
12023,dès que tu dis sans ça tu fera sans mon c** ils sont bons mon c** mon je ne peux pas jouer à GTA 5 pour faire les vidéos désolé je n'arrive pas à aller sur YouTube vidéo la prochaine fois je vais essayer de faire des vidéos sur youtube avec avec des personnes 2 personnes et puis avec mon cousin trois personnes qu'il va venir à plus tard j'espère que tu as vu ce message ce message c'est passé le vendredi 19 novembre aujourd'hui,0
12024,Verdon j'oubliais mes deux cousins ensuite donc on va jouer en 5 + toi désolé j'espère qu'on pourra jouer à 5 parce que ce sur la play 3 oui j'espère de vous afin que moi pourrait bien s'amuser le sec et les avec mes cousins aussi je veux oublier frère le grand grand grand cousin le plus gros beau-frère ou de toute la famille cousin et ben joue à GTA 5 Touring mp45 de sous pour jouer en ligne 2 et 3 200 plaît 300 300 300 ah oui et puis message aussi vendredi 19 novembre je te souhaite une bonne soirée,0
12025,Ouais me soule ces com =(,0
12026,+SQUEEZIE si moi chui comme toi mais je suis pas un homme,0
12027,+SQUEEZIE jen ai pas marre quand tu chante moi je trouve que tu chante hyper bien <3<3,0
12028,Je suis fan de ton pull 😍,4
12029,"Squeezie tu m'as tué en disant ""or"" pour la plus belle",0
12030,"+SQUEEZIE Moi j'ai eu "" Tu préfères manger un repas composé de 5 plats devant 10 enfants affamés ou vider le seau à cracha de 5 dentistes différents. ""J'ai répondu vider le seau à cracha x)",1
12031,"+SQUEEZIE tu porte un pyjama ???!!! 
mddr 

j'adore les glaces !!!! surtout les bleue !!!!
biss",1
12032,"MDR tu vis dans un zoo et tu sens tout le temps le caca ... ok je comprends maintenant 


riez à cette blague de merde 💩svp(jeu de mot )",1
12033,@Matsu Rengiku c pas vraiment une blague mais ... AHAHAHAHAHAHA!!!!!!!!!!!,0
12034,tu cherche une nouvele meuf ?,0
12035,t es fourbe haha x) tu evite les deux questions qui provoquerais des debat la quesquion riche ou celebre et la preference d iphone ou android.,2
12036,+SQUEEZIE j'adore ton t-shirt,1
12037,"toi ta pas choisi de manger ce que tu veut et pas prendre de poids , moi c déjà le cas et je peut te dire que ta eu raison je fait 46 kilos pour 1m75 18 ans et c bien criant question santé",0
12038,@Victor Dos Santos il est 1111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000000000000000000000000 fois plus cool !!!!!!!!!,0
12039,@lilie h  c'est vrai je l'adore c'est le meilleur youtubeur au monde!!!!!!,0
12040,au faîte squeezie 'teach' c'est pas apprendre C'est enseigner,0
12041,+SQUEEZIE avoue tu a utiliser google traduction !,0
12042,Je me suis abonné j'te kife😉mais j'ai 9 ans,0
12043,+Lou-Ann Godebout moi 10 ans,0
12044,+Lou-Ann Godebout moi 10 ans,0
12045,@Anais Cocquerelle pourquoi tu la dit 2 fois ?,0
12046,+SQUEEZIE Je suis le 1500eme like :3,0
12047,@***** abonnée ?,0
12048,Alors comme ça on aime bouffer du gland Squeezie ?,0
12049,pl,0
12050,SQUEESIE+,0
12051,yo squeezie tu vas a Avignon (au festival) comme Norman j irait te voir,0
12052,slt sa va?,0
12053,Tu vas a avignon,0
12054,allo,0
12055,@Laurie Dubé quoi allo ?,0
12056,@Michele Martin ton jeu ?,0
12057,@Victor Dos Santos SA TU LA DIT LE M M M MEILLEUR ENCORE PLUS QUE MEILLEURE,0
12058,tu parle trop vite(c ce qui fait ton charme) mais des fois on comprend rien,0
12059,trop beau ton sweet,0
12060,+Loi Nguyen logo le même?,0
12061,Lecher le siege de toilette de wallmart je l'aurai fait car le mec qui chie sur la cuvette...Non merci,0
12062,+Waps Production tu sors tds,1
12063,miam le maillo,0
12064,+SQUEEZIE,0
12065,joli pull,0
12066,+SQUEEZIE JE TAIME,0
12067,+SQUEEZIE ahah,0
12068,tu peut pas dire les pervert parce que toi aussi tu l'as choisi,0
12069,+Emma Horan c est ce que j allai dire,0
12070,Moi aussi je mange tou m je grasi jamais oui j'ai dis vraiment jamais je plesante pas.,0
12071,+JB Wasca thanks man,0
12072,c'est aussi sur tel?ps:ton montage musique est IMMENSEMENT GÉNIAL,0
12073,Squeezie je suis comme toi je ne prends pas un gramme par jour !!,0
12074,Tes pas le seul à ne pas prendre de poid il y a Cyprien aussi,1
12075,Nan Cyprien il prend du poids,0
12076,Tu devrais jouer à roblox,0
12077,+Danielle Poirier ouaissssssss,0
12078,+SQUEEZIE 4:42 ba enfaite vue que tu peux manger tout ce que tu veux tu peux prendre ta nourriture favorite ;_;,1
12079,"je veux devenir ton ami, Xd",0
12080,Super comme toujours :DD,0
12081,c'est cool de te voir joyeux après la vidéo de hier ♡,0
12082,Android ! fuck apple ( pigeon),0
12083,J'aime les glaces 🍦 !,0
12084,xd,0
12085,ON DIT PAIN AU CHOCOLAT ET PAS CHOCOLATINE,1
12086,Mdr il savait qu'il allait se faire défoncer si il répondait iPhone ou Android :D,1
12087,Trop beau ton pull si je me trompe pas ces les glaces à l'eau de mer de kingdom hearts ^^,0
12088,c quand qu'on voit jumbo,0
12089,ton pull est super swaggg !😂♥,0
12090,Ton pull -,0
12091,Classe le pull 😎 B-),0
12092,Le style de squeezie est un style a part .. 😂 sinon video assez drole qui a su me faire rire finalement 😂,0
12093,En faite je comprends pas trop mais à la vitesse où on voit des dislikes dès qu'il sort une vidéo on pourrait en déduire qu'il y en a qui sont abo juste pour disliker dès qu'une vidéo sort. '-' C'est fabuleux.,11
12094,trop😳,0
12095,laisse c est que des hater =( sa se fait pas =(,0
12096,RT si c'est triste,1
12097,Je pense que ça doit être des bots,1
12098,Scandaleux *,0
12099,+Nada Ktaibe Lʋcʏ Hєɑʀtƒıʟıɑ (Jʊʋıɑ Lօcҡsɛя) C'est la vie .-. Tant qu'ils sont bien payer ça doit leur convenir x),0
12100,Mais nooooooooon...ils aiment pas l'intro XD,1
12101,"+EnergizZ je sais pourquoi il a mie ""or"" à 2:55",0
12102,T'as raison,0
12103,+Nada Ktaibe Lʋcʏ Hєɑʀtƒıʟıɑ (Jʊʋıɑ Lօcҡsɛя) Actuellement il y a seulement 76 dislikes sur 116 000 vues :\ c'est rien,0
12104,C'est les haters,0
12105,J'adore ton haut,0
